line_number,modified_ast
14,ClassDeclaration 14 BaseList 14 SimpleBaseType 14 IdentifierName 14 SimpleBaseType 14 IdentifierName 14 SimpleBaseType 14 IdentifierName 14 SimpleBaseType 14 GenericName 14 TypeArgumentList 14 IdentifierName
110,MethodDeclaration 110 IdentifierName 110 ParameterList 110 Parameter 110 IdentifierName
110,LocalDeclarationStatement 110 VariableDeclaration 110 IdentifierName 110 VariableDeclarator 110 EqualsValueClause 110 InvocationExpression 110 SimpleMemberAccessExpression 110 InvocationExpression 110 SimpleMemberAccessExpression 110 InvocationExpression 110 SimpleMemberAccessExpression 110 InvocationExpression 110 SimpleMemberAccessExpression 110 IdentifierName 110 GenericName 110 TypeArgumentList 110 IdentifierName 110 ArgumentList 110 IdentifierName 110 ArgumentList 110 IdentifierName 110 ArgumentList
110,LocalDeclarationStatement 110 VariableDeclaration 110 IdentifierName 110 VariableDeclarator 110 EqualsValueClause 110 InvocationExpression 110 SimpleMemberAccessExpression 110 InvocationExpression 110 SimpleMemberAccessExpression 110 InvocationExpression 110 SimpleMemberAccessExpression 110 InvocationExpression 110 SimpleMemberAccessExpression 110 IdentifierName 110 GenericName 110 TypeArgumentList 110 IdentifierName 110 ArgumentList 110 IdentifierName 110 ArgumentList 110 IdentifierName 110 ArgumentList
575,FieldDeclaration 575 VariableDeclaration 575 IdentifierName 575 VariableDeclarator 575 EqualsValueClause 575 ObjectCreationExpression 575 IdentifierName 575 ArgumentList 575 Argument 575 StringLiteralExpression
170,LocalDeclarationStatement 170 VariableDeclaration 170 IdentifierName 170 VariableDeclarator 170 EqualsValueClause 170 InvocationExpression 170 SimpleMemberAccessExpression 170 InvocationExpression 170 SimpleMemberAccessExpression 170 InvocationExpression 170 SimpleMemberAccessExpression 170 InvocationExpression 170 SimpleMemberAccessExpression 170 IdentifierName 170 GenericName 170 TypeArgumentList 170 IdentifierName 170 ArgumentList 170 IdentifierName 170 ArgumentList 170 IdentifierName 170 ArgumentList
551,IfStatement 551 LogicalNotExpression 551 InvocationExpression 551 SimpleMemberAccessExpression 551 IdentifierName 551 IdentifierName 551 ArgumentList 551 Argument 551 SimpleMemberAccessExpression 551 SimpleMemberAccessExpression 551 IdentifierName 551 IdentifierName 551 IdentifierName
13,ClassDeclaration 13 BaseList 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 GenericName 13 TypeArgumentList 13 IdentifierName
107,MethodDeclaration 107 IdentifierName 107 ParameterList 107 Parameter 107 IdentifierName
13,ClassDeclaration 13 TypeParameterList 13 TypeParameter 13 BaseList 13 SimpleBaseType 13 GenericName 13 TypeArgumentList 13 PredefinedType 13 IdentifierName
29,Parameter 29 GenericName 29 TypeArgumentList 29 PredefinedType 29 IdentifierName 29 EqualsValueClause 29 NullLiteralExpression
15,ClassDeclaration 15 BaseList 15 SimpleBaseType 15 IdentifierName 15 SimpleBaseType 15 IdentifierName 15 SimpleBaseType 15 IdentifierName 15 SimpleBaseType 15 GenericName 15 TypeArgumentList 15 IdentifierName
147,MethodDeclaration 147 IdentifierName 147 ParameterList 147 Parameter 147 IdentifierName
13,ClassDeclaration 13 BaseList 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 GenericName 13 TypeArgumentList 13 IdentifierName
117,MethodDeclaration 117 IdentifierName 117 ParameterList 117 Parameter 117 IdentifierName
16,ClassDeclaration 16 BaseList 16 SimpleBaseType 16 IdentifierName 16 SimpleBaseType 16 IdentifierName 16 SimpleBaseType 16 GenericName 16 TypeArgumentList 16 IdentifierName 16 SimpleBaseType 16 IdentifierName
19,FieldDeclaration 19 VariableDeclaration 19 NullableType 19 IdentifierName 19 VariableDeclarator
19,FieldDeclaration 19 VariableDeclaration 19 NullableType 19 IdentifierName 19 VariableDeclarator
205,MethodDeclaration 205 IdentifierName 205 ParameterList 205 Parameter 205 IdentifierName
307,IfStatement 307 IsExpression 307 ThisExpression 307 IdentifierName
311,ElseClause 311 IfStatement 311 IsExpression 311 ThisExpression 311 IdentifierName
335,IfStatement 335 IsExpression 335 ThisExpression 335 IdentifierName
341,ElseClause
385,IfStatement 385 LogicalAndExpression 385 EqualsExpression 385 SimpleMemberAccessExpression 385 ThisExpression 385 IdentifierName 385 SimpleMemberAccessExpression 385 IdentifierName 385 IdentifierName 385 EqualsExpression 385 SimpleMemberAccessExpression 385 ThisExpression 385 IdentifierName 385 TrueLiteralExpression
13,ClassDeclaration 13 BaseList 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 GenericName 13 TypeArgumentList 13 IdentifierName
118,MethodDeclaration 118 IdentifierName 118 ParameterList 118 Parameter 118 IdentifierName
8,ClassDeclaration 8 BaseList 8 SimpleBaseType 8 GenericName 8 TypeArgumentList 8 IdentifierName
50,FieldDeclaration 50 VariableDeclaration 50 PredefinedType 50 VariableDeclarator 50 EqualsValueClause 50 FalseLiteralExpression
71,ThrowStatement 71 InvocationExpression 71 SimpleMemberAccessExpression 71 IdentifierName 71 IdentifierName 71 ArgumentList 71 Argument 71 InvocationExpression 71 IdentifierName 71 ArgumentList 71 Argument 71 IdentifierName
102,ThrowStatement 102 InvocationExpression 102 SimpleMemberAccessExpression 102 IdentifierName 102 IdentifierName 102 ArgumentList 102 Argument 102 InvocationExpression 102 IdentifierName 102 ArgumentList 102 Argument 102 IdentifierName
15,ClassDeclaration 15 BaseList 15 SimpleBaseType 15 IdentifierName 15 SimpleBaseType 15 IdentifierName 15 SimpleBaseType 15 IdentifierName 15 SimpleBaseType 15 GenericName 15 TypeArgumentList 15 IdentifierName
99,MethodDeclaration 99 IdentifierName 99 ParameterList 99 Parameter 99 IdentifierName
13,ClassDeclaration 13 BaseList 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 GenericName 13 TypeArgumentList 13 IdentifierName
104,MethodDeclaration 104 IdentifierName 104 ParameterList 104 Parameter 104 IdentifierName
8,ClassDeclaration 8 BaseList 8 SimpleBaseType 8 GenericName 8 TypeArgumentList 8 IdentifierName
14,ClassDeclaration 14 BaseList 14 SimpleBaseType 14 IdentifierName 14 SimpleBaseType 14 IdentifierName 14 SimpleBaseType 14 GenericName 14 TypeArgumentList 14 IdentifierName 14 SimpleBaseType 14 IdentifierName
776,MethodDeclaration 776 IdentifierName 776 ParameterList 776 Parameter 776 IdentifierName
17,ClassDeclaration 17 BaseList 17 SimpleBaseType 17 GenericName 17 TypeArgumentList 17 IdentifierName 17 GenericName 17 TypeArgumentList 17 PredefinedType
114,ClassDeclaration 114 BaseList 114 SimpleBaseType 114 GenericName 114 TypeArgumentList 114 IdentifierName
114,ClassDeclaration 114 BaseList 114 SimpleBaseType 114 GenericName 114 TypeArgumentList 114 IdentifierName
16,ClassDeclaration 16 BaseList 16 SimpleBaseType 16 IdentifierName 16 SimpleBaseType 16 IdentifierName 16 SimpleBaseType 16 IdentifierName
13,ClassDeclaration 13 BaseList 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName 13 SimpleBaseType 13 IdentifierName
88,ForEachStatement 88 IdentifierName 88 IdentifierName
18,FieldDeclaration 18 VariableDeclaration 18 IdentifierName 18 VariableDeclarator
18,FieldDeclaration 18 VariableDeclaration 18 IdentifierName 18 VariableDeclarator
17,FieldDeclaration 17 VariableDeclaration 17 IdentifierName 17 VariableDeclarator
18,FieldDeclaration 18 VariableDeclaration 18 PredefinedType 18 VariableDeclarator
19,FieldDeclaration 19 VariableDeclaration 19 GenericName 19 TypeArgumentList 19 IdentifierName 19 VariableDeclarator 19 EqualsValueClause 19 ObjectCreationExpression 19 GenericName 19 TypeArgumentList 19 IdentifierName 19 ArgumentList
120,MethodDeclaration 120 PredefinedType 120 ParameterList 120 Parameter 120 IdentifierName
223,IfStatement 223 NotEqualsExpression 223 IdentifierName 223 NullLiteralExpression
349,IfStatement 349 NotEqualsExpression 349 IdentifierName 349 NullLiteralExpression
403,IfStatement 403 NotEqualsExpression 403 IdentifierName 403 NullLiteralExpression
470,IfStatement 470 NotEqualsExpression 470 IdentifierName 470 NullLiteralExpression
576,IfStatement 576 NotEqualsExpression 576 IdentifierName 576 NullLiteralExpression
619,IfStatement 619 NotEqualsExpression 619 SimpleMemberAccessExpression 619 IdentifierName 619 IdentifierName 619 NullLiteralExpression
638,IfStatement 638 NotEqualsExpression 638 IdentifierName 638 NullLiteralExpression
660,IfStatement 660 NotEqualsExpression 660 IdentifierName 660 NullLiteralExpression
682,IfStatement 682 NotEqualsExpression 682 IdentifierName 682 NullLiteralExpression
723,IfStatement 723 NotEqualsExpression 723 IdentifierName 723 NullLiteralExpression
829,IfStatement 829 NotEqualsExpression 829 IdentifierName 829 NullLiteralExpression
948,IfStatement 948 NotEqualsExpression 948 IdentifierName 948 NullLiteralExpression
20,FieldDeclaration 20 VariableDeclaration 20 GenericName 20 TypeArgumentList 20 IdentifierName 20 IdentifierName 20 VariableDeclarator 20 EqualsValueClause 20 ObjectCreationExpression 20 GenericName 20 TypeArgumentList 20 IdentifierName 20 IdentifierName 20 ArgumentList
21,FieldDeclaration 21 VariableDeclaration 21 GenericName 21 TypeArgumentList 21 IdentifierName 21 IdentifierName 21 VariableDeclarator 21 EqualsValueClause 21 ObjectCreationExpression 21 GenericName 21 TypeArgumentList 21 IdentifierName 21 IdentifierName 21 ArgumentList
22,FieldDeclaration 22 VariableDeclaration 22 GenericName 22 TypeArgumentList 22 IdentifierName 22 IdentifierName 22 VariableDeclarator 22 EqualsValueClause 22 ObjectCreationExpression 22 GenericName 22 TypeArgumentList 22 IdentifierName 22 IdentifierName 22 ArgumentList
62,ExpressionStatement 62 SimpleAssignmentExpression 62 IdentifierName 62 ObjectCreationExpression 62 IdentifierName 62 ArgumentList 62 Argument 62 AddExpression 62 AddExpression 62 StringLiteralExpression 62 SimpleMemberAccessExpression 62 IdentifierName 62 IdentifierName 62 StringLiteralExpression
84,MethodDeclaration 84 PredefinedType 84 ParameterList 84 Parameter 84 IdentifierName 84 ArrowExpressionClause 84 InvocationExpression 84 IdentifierName 84 ArgumentList 84 Argument 84 IdentifierName
90,MethodDeclaration 90 PredefinedType 90 ParameterList 90 Parameter 90 IdentifierName 90 ArrowExpressionClause 90 InvocationExpression 90 IdentifierName 90 ArgumentList 90 Argument 90 IdentifierName
96,MethodDeclaration 96 PredefinedType 96 ParameterList 96 Parameter 96 IdentifierName 96 ArrowExpressionClause 96 InvocationExpression 96 IdentifierName 96 ArgumentList 96 Argument 96 IdentifierName
102,MethodDeclaration 102 PredefinedType 102 ParameterList 102 Parameter 102 IdentifierName 102 ArrowExpressionClause 102 InvocationExpression 102 IdentifierName 102 ArgumentList 102 Argument 102 IdentifierName
108,MethodDeclaration 108 PredefinedType 108 ParameterList 108 Parameter 108 IdentifierName 108 ArrowExpressionClause 108 InvocationExpression 108 IdentifierName 108 ArgumentList 108 Argument 108 IdentifierName
114,MethodDeclaration 114 PredefinedType 114 ParameterList 114 Parameter 114 IdentifierName 114 ArrowExpressionClause 114 InvocationExpression 114 IdentifierName 114 ArgumentList 114 Argument 114 IdentifierName
120,MethodDeclaration 120 PredefinedType 120 ParameterList 120 Parameter 120 IdentifierName 120 ArrowExpressionClause 120 InvocationExpression 120 IdentifierName 120 ArgumentList 120 Argument 120 IdentifierName
126,MethodDeclaration 126 PredefinedType 126 ParameterList 126 Parameter 126 IdentifierName 126 ArrowExpressionClause 126 InvocationExpression 126 IdentifierName 126 ArgumentList 126 Argument 126 IdentifierName
132,MethodDeclaration 132 PredefinedType 132 ParameterList 132 Parameter 132 IdentifierName 132 ArrowExpressionClause 132 InvocationExpression 132 IdentifierName 132 ArgumentList 132 Argument 132 IdentifierName
138,MethodDeclaration 138 PredefinedType 138 ParameterList 138 Parameter 138 IdentifierName 138 ArrowExpressionClause 138 InvocationExpression 138 IdentifierName 138 ArgumentList 138 Argument 138 IdentifierName
144,MethodDeclaration 144 PredefinedType 144 ParameterList 144 Parameter 144 IdentifierName 144 ArrowExpressionClause 144 InvocationExpression 144 IdentifierName 144 ArgumentList 144 Argument 144 IdentifierName
150,MethodDeclaration 150 PredefinedType 150 ParameterList 150 Parameter 150 IdentifierName 150 ArrowExpressionClause 150 InvocationExpression 150 IdentifierName 150 ArgumentList 150 Argument 150 IdentifierName
156,MethodDeclaration 156 PredefinedType 156 ParameterList 156 Parameter 156 IdentifierName 156 ArrowExpressionClause 156 InvocationExpression 156 IdentifierName 156 ArgumentList 156 Argument 156 IdentifierName
162,MethodDeclaration 162 PredefinedType 162 ParameterList 162 Parameter 162 IdentifierName 162 ArrowExpressionClause 162 InvocationExpression 162 IdentifierName 162 ArgumentList 162 Argument 162 IdentifierName
168,MethodDeclaration 168 PredefinedType 168 ParameterList 168 Parameter 168 IdentifierName 168 ArrowExpressionClause 168 InvocationExpression 168 IdentifierName 168 ArgumentList 168 Argument 168 IdentifierName
174,MethodDeclaration 174 PredefinedType 174 ParameterList 174 Parameter 174 IdentifierName 174 ArrowExpressionClause 174 InvocationExpression 174 IdentifierName 174 ArgumentList 174 Argument 174 IdentifierName
180,MethodDeclaration 180 PredefinedType 180 ParameterList 180 Parameter 180 IdentifierName 180 ArrowExpressionClause 180 InvocationExpression 180 IdentifierName 180 ArgumentList 180 Argument 180 IdentifierName
186,MethodDeclaration 186 PredefinedType 186 ParameterList 186 Parameter 186 IdentifierName 186 ArrowExpressionClause 186 InvocationExpression 186 IdentifierName 186 ArgumentList 186 Argument 186 IdentifierName
192,MethodDeclaration 192 PredefinedType 192 ParameterList 192 Parameter 192 IdentifierName 192 ArrowExpressionClause 192 InvocationExpression 192 IdentifierName 192 ArgumentList 192 Argument 192 IdentifierName 192 Argument 192 InvocationExpression 192 SimpleMemberAccessExpression 192 IdentifierName 192 IdentifierName 192 ArgumentList
198,MethodDeclaration 198 PredefinedType 198 ParameterList 198 Parameter 198 GenericName 198 TypeArgumentList 198 IdentifierName 198 ArrowExpressionClause 198 InvocationExpression 198 IdentifierName 198 ArgumentList 198 Argument 198 IdentifierName 198 Argument 198 InvocationExpression 198 SimpleMemberAccessExpression 198 IdentifierName 198 IdentifierName 198 ArgumentList
204,MethodDeclaration 204 PredefinedType 204 ParameterList 204 Parameter 204 IdentifierName 204 ArrowExpressionClause 204 InvocationExpression 204 IdentifierName 204 ArgumentList 204 Argument 204 IdentifierName
210,MethodDeclaration 210 PredefinedType 210 ParameterList 210 Parameter 210 IdentifierName 210 ArrowExpressionClause 210 InvocationExpression 210 IdentifierName 210 ArgumentList 210 Argument 210 IdentifierName
216,MethodDeclaration 216 PredefinedType 216 ParameterList 216 Parameter 216 IdentifierName 216 ArrowExpressionClause 216 InvocationExpression 216 IdentifierName 216 ArgumentList 216 Argument 216 IdentifierName
222,MethodDeclaration 222 PredefinedType 222 ParameterList 222 Parameter 222 IdentifierName 222 ArrowExpressionClause 222 InvocationExpression 222 IdentifierName 222 ArgumentList 222 Argument 222 IdentifierName
228,MethodDeclaration 228 PredefinedType 228 ParameterList 228 Parameter 228 IdentifierName 228 ArrowExpressionClause 228 InvocationExpression 228 IdentifierName 228 ArgumentList 228 Argument 228 IdentifierName
234,MethodDeclaration 234 PredefinedType 234 ParameterList 234 Parameter 234 IdentifierName 234 ArrowExpressionClause 234 InvocationExpression 234 IdentifierName 234 ArgumentList 234 Argument 234 IdentifierName
240,MethodDeclaration 240 PredefinedType 240 ParameterList 240 Parameter 240 IdentifierName 240 ArrowExpressionClause 240 InvocationExpression 240 IdentifierName 240 ArgumentList 240 Argument 240 IdentifierName
246,MethodDeclaration 246 PredefinedType 246 ParameterList 246 Parameter 246 IdentifierName 246 ArrowExpressionClause 246 InvocationExpression 246 IdentifierName 246 ArgumentList 246 Argument 246 IdentifierName
252,MethodDeclaration 252 PredefinedType 252 ParameterList 252 Parameter 252 IdentifierName 252 ArrowExpressionClause 252 InvocationExpression 252 IdentifierName 252 ArgumentList 252 Argument 252 IdentifierName
257,MethodDeclaration 257 PredefinedType 257 ParameterList 257 Parameter 257 GenericName 257 TypeArgumentList 257 IdentifierName 257 IdentifierName 257 ArrowExpressionClause 257 InvocationExpression 257 IdentifierName 257 ArgumentList 257 Argument 257 IdentifierName 257 Argument 257 InvocationExpression 257 SimpleMemberAccessExpression 257 IdentifierName 257 IdentifierName 257 ArgumentList
262,MethodDeclaration 262 PredefinedType 262 ParameterList 262 Parameter 262 GenericName 262 TypeArgumentList 262 PredefinedType 262 IdentifierName 262 ArrowExpressionClause 262 InvocationExpression 262 IdentifierName 262 ArgumentList 262 Argument 262 IdentifierName 262 Argument 262 InvocationExpression 262 SimpleMemberAccessExpression 262 IdentifierName 262 IdentifierName 262 ArgumentList
267,MethodDeclaration 267 PredefinedType 267 ParameterList 267 Parameter 267 GenericName 267 TypeArgumentList 267 PredefinedType 267 IdentifierName 267 ArrowExpressionClause 267 InvocationExpression 267 IdentifierName 267 ArgumentList 267 Argument 267 IdentifierName 267 Argument 267 InvocationExpression 267 SimpleMemberAccessExpression 267 IdentifierName 267 IdentifierName 267 ArgumentList
272,MethodDeclaration 272 PredefinedType 272 ParameterList 272 Parameter 272 GenericName 272 TypeArgumentList 272 PredefinedType 272 IdentifierName 272 ArrowExpressionClause 272 InvocationExpression 272 IdentifierName 272 ArgumentList 272 Argument 272 IdentifierName 272 Argument 272 InvocationExpression 272 SimpleMemberAccessExpression 272 IdentifierName 272 IdentifierName 272 ArgumentList
277,MethodDeclaration 277 PredefinedType 277 ParameterList 277 Parameter 277 GenericName 277 TypeArgumentList 277 PredefinedType 277 IdentifierName 277 ArrowExpressionClause 277 InvocationExpression 277 IdentifierName 277 ArgumentList 277 Argument 277 IdentifierName 277 Argument 277 InvocationExpression 277 SimpleMemberAccessExpression 277 IdentifierName 277 IdentifierName 277 ArgumentList
282,MethodDeclaration 282 PredefinedType 282 ParameterList 282 Parameter 282 GenericName 282 TypeArgumentList 282 PredefinedType 282 IdentifierName 282 ArrowExpressionClause 282 InvocationExpression 282 IdentifierName 282 ArgumentList 282 Argument 282 IdentifierName 282 Argument 282 InvocationExpression 282 SimpleMemberAccessExpression 282 IdentifierName 282 IdentifierName 282 ArgumentList
287,MethodDeclaration 287 PredefinedType 287 ParameterList 287 Parameter 287 GenericName 287 TypeArgumentList 287 PredefinedType 287 IdentifierName 287 ArrowExpressionClause 287 InvocationExpression 287 IdentifierName 287 ArgumentList 287 Argument 287 IdentifierName 287 Argument 287 InvocationExpression 287 SimpleMemberAccessExpression 287 IdentifierName 287 IdentifierName 287 ArgumentList
292,MethodDeclaration 292 PredefinedType 292 ParameterList 292 Parameter 292 GenericName 292 TypeArgumentList 292 PredefinedType 292 IdentifierName 292 ArrowExpressionClause 292 InvocationExpression 292 IdentifierName 292 ArgumentList 292 Argument 292 IdentifierName 292 Argument 292 InvocationExpression 292 SimpleMemberAccessExpression 292 IdentifierName 292 IdentifierName 292 ArgumentList
19,FieldDeclaration 19 VariableDeclaration 19 IdentifierName 19 VariableDeclarator 19 EqualsValueClause 19 ObjectCreationExpression 19 IdentifierName 19 ArgumentList 19 Argument 19 StringLiteralExpression
19,FieldDeclaration 19 VariableDeclaration 19 IdentifierName 19 VariableDeclarator 19 EqualsValueClause 19 ObjectCreationExpression 19 IdentifierName 19 ArgumentList 19 Argument 19 StringLiteralExpression
26,IfStatement 26 LogicalNotExpression 26 InvocationExpression 26 SimpleMemberAccessExpression 26 SimpleMemberAccessExpression 26 IdentifierName 26 IdentifierName 26 IdentifierName 26 ArgumentList
24,ForEachStatement 24 IdentifierName 24 SimpleMemberAccessExpression 24 IdentifierName 24 IdentifierName
60,IfStatement 60 IsExpression 60 IdentifierName 60 IdentifierName
280,ReturnStatement
